loan_amount,loan_term,interest_rate,annual_income,debt_to_income_ratio,credit_score,employment_length,num_credit_lines,num_derogatory_marks,home_ownership,loan_purpose,verification_status,default
49846.36,60,25.26,71869.61,14.52,327,12.6,24,0,OWN,other,Source Verified,1
58659.91,48,11.82,128705.68,16.71,301,13.8,13,8,RENT,debt_consolidation,Verified,0
11242.32,36,23.29,28926.83,53.79,630,23.7,1,2,MORTGAGE,debt_consolidation,Not Verified,1
78675.12,36,14.3,37042.58,38.17,456,14.0,1,2,OWN,debt_consolidation,Verified,1
48062.44,60,18.05,25914.21,43.84,784,17.0,7,0,RENT,home_improvement,Not Verified,0
54817.08,12,6.7,109850.57,55.08,480,23.7,22,4,MORTGAGE,debt_consolidation,Verified,0
46872.46,12,9.53,128109.19,54.71,459,16.8,5,2,MORTGAGE,debt_consolidation,Source Verified,1
43072.49,24,28.93,31246.36,44.34,448,10.7,14,0,RENT,home_improvement,Source Verified,1
58165.83,60,27.25,149820.4,11.87,380,2.6,15,0,MORTGAGE,home_improvement,Verified,0
19747.82,48,21.31,61471.11,50.6,620,21.9,21,0,MORTGAGE,car,Source Verified,0
22283.17,60,16.49,143336.26,12.23,393,26.1,30,7,MORTGAGE,car,Source Verified,0
86869.63,24,21.89,196741.49,44.57,534,29.1,25,3,MORTGAGE,other,Not Verified,0
94880.97,60,20.47,144399.06,41.14,554,27.8,17,4,MORTGAGE,debt_consolidation,Not Verified,0
40464.39,60,19.21,178974.75,45.53,311,23.9,24,2,RENT,debt_consolidation,Source Verified,1
30720.74,24,6.48,190675.73,31.96,309,19.3,18,1,MORTGAGE,other,Source Verified,0
66179.96,12,20.82,107615.19,38.32,586,23.4,7,0,MORTGAGE,home_improvement,Source Verified,0
43829.75,48,24.22,146418.5,57.2,683,13.0,22,0,RENT,car,Not Verified,0
7411.7,24,29.85,173354.47,6.07,818,17.8,26,0,RENT,debt_consolidation,Source Verified,0
19834.5,36,5.28,84189.6,18.53,399,10.5,18,1,MORTGAGE,debt_consolidation,Source Verified,0
73017.36,12,23.25,67051.52,36.68,357,9.8,28,4,MORTGAGE,debt_consolidation,Source Verified,1
67597.77,36,19.29,190387.74,57.84,329,22.7,29,8,RENT,debt_consolidation,Not Verified,1
7574.12,12,15.85,150734.63,5.73,540,13.6,19,0,RENT,debt_consolidation,Source Verified,0
26087.36,48,8.19,59542.78,1.35,643,6.4,20,1,MORTGAGE,debt_consolidation,Verified,0
26952.11,48,15.23,100835.01,3.34,762,6.1,7,1,OWN,home_improvement,Source Verified,0
68829.81,60,13.86,163361.32,3.14,675,25.8,8,1,MORTGAGE,debt_consolidation,Not Verified,0
6872.5,36,12.57,118471.34,54.47,415,20.3,13,1,OWN,debt_consolidation,Not Verified,0
14890.32,12,23.27,136991.38,43.28,554,16.4,27,0,RENT,debt_consolidation,Not Verified,0
80992.03,48,22.52,155678.28,40.63,801,12.0,18,5,MORTGAGE,debt_consolidation,Not Verified,0
21961.74,24,19.73,131961.65,31.35,480,12.9,24,2,OWN,debt_consolidation,Verified,0
67010.88,48,28.47,117214.28,46.92,574,1.7,11,2,RENT,debt_consolidation,Source Verified,1
27627.36,24,13.75,154930.57,9.34,827,13.6,9,0,RENT,debt_consolidation,Not Verified,0
14446.93,12,11.1,150961.35,23.52,704,23.9,23,0,RENT,car,Verified,0
28101.36,48,21.4,133377.03,29.4,711,11.6,1,0,MORTGAGE,debt_consolidation,Source Verified,0
73615.36,48,9.97,84762.09,6.62,439,11.5,22,2,RENT,car,Not Verified,0
86291.16,12,12.88,93046.18,25.17,528,0.5,8,4,RENT,other,Not Verified,0
83870.89,48,10.62,194678.94,18.99,345,13.7,21,0,RENT,home_improvement,Not Verified,0
42732.44,24,6.73,40229.47,2.13,634,0.8,12,2,OWN,debt_consolidation,Not Verified,0
68468.09,48,25.69,68330.89,8.2,357,17.1,2,1,MORTGAGE,debt_consolidation,Verified,1
24473.51,36,11.36,108632.32,45.84,760,15.2,15,0,OWN,home_improvement,Not Verified,0
32849.03,60,16.83,170611.34,1.08,748,25.2,21,2,MORTGAGE,other,Verified,0
90151.9,24,6.08,49461.62,56.06,593,17.5,24,2,RENT,other,Not Verified,1
6235.18,36,22.48,69851.83,5.19,378,9.7,18,0,RENT,debt_consolidation,Verified,0
13123.31,12,13.26,31843.68,47.95,314,15.5,17,0,MORTGAGE,home_improvement,Verified,1
24749.19,24,23.62,147077.35,53.92,738,21.0,15,1,MORTGAGE,other,Not Verified,0
7520.56,60,15.31,62877.7,56.47,630,2.8,20,0,MORTGAGE,car,Verified,0
22236.37,60,9.89,89961.46,52.05,691,18.6,20,4,RENT,home_improvement,Source Verified,0
60388.95,12,17.83,99866.26,17.25,467,27.5,9,1,RENT,debt_consolidation,Verified,0
45035.33,12,8.26,180436.51,19.99,580,9.0,3,0,MORTGAGE,debt_consolidation,Verified,0
89803.81,24,16.01,94039.45,25.59,711,18.8,20,0,OWN,home_improvement,Verified,0
82657.14,48,12.93,46140.5,8.36,554,24.6,19,5,MORTGAGE,car,Source Verified,0
37472.65,12,27.8,114376.69,1.34,631,15.4,18,2,MORTGAGE,other,Verified,0
29645.23,48,6.52,193332.44,52.15,734,21.5,20,2,MORTGAGE,other,Verified,0
41070.78,36,22.35,129383.42,33.25,418,9.3,30,0,MORTGAGE,debt_consolidation,Not Verified,0
61078.02,60,9.57,197009.7,36.52,336,9.2,8,3,OWN,car,Verified,0
30466.05,48,12.98,171399.32,55.62,593,20.0,1,0,MORTGAGE,debt_consolidation,Source Verified,0
64294.15,60,15.39,26473.84,39.91,334,21.2,24,1,OWN,home_improvement,Not Verified,1
43894.11,48,27.7,138511.93,41.45,722,28.1,24,5,OWN,home_improvement,Source Verified,0
57444.48,36,11.06,71618.04,47.22,696,6.7,15,0,RENT,debt_consolidation,Source Verified,0
46432.02,12,7.28,120731.03,6.98,785,14.0,19,1,OWN,debt_consolidation,Not Verified,0
32974.25,36,12.97,70282.13,21.61,652,7.5,30,0,MORTGAGE,debt_consolidation,Not Verified,0
95103.06,12,7.62,82796.67,58.09,337,2.4,26,1,MORTGAGE,debt_consolidation,Not Verified,1
77542.55,12,8.21,186170.37,55.38,439,12.1,10,0,MORTGAGE,other,Not Verified,0
18310.75,60,19.35,57195.77,53.04,744,11.2,12,4,RENT,debt_consolidation,Verified,0
87504.46,36,6.52,177339.64,27.13,392,8.1,28,0,MORTGAGE,debt_consolidation,Not Verified,0
51305.96,48,5.77,25482.41,51.43,684,8.9,6,1,MORTGAGE,debt_consolidation,Not Verified,0
89982.46,36,22.86,36357.78,2.9,729,10.8,29,3,MORTGAGE,other,Not Verified,1
80986.25,60,14.04,173841.51,8.91,482,29.7,13,7,MORTGAGE,debt_consolidation,Source Verified,0
45395.28,12,8.13,133500.09,24.84,477,23.5,4,1,MORTGAGE,debt_consolidation,Not Verified,0
7134.58,60,11.34,154502.5,29.0,607,2.1,13,1,RENT,car,Verified,0
30524.35,24,21.05,57695.18,15.81,774,26.2,17,0,MORTGAGE,debt_consolidation,Not Verified,0
56455.25,24,11.89,116675.02,21.39,423,19.0,30,0,MORTGAGE,debt_consolidation,Verified,0
65180.43,48,17.36,152699.46,9.77,818,26.7,1,1,MORTGAGE,car,Not Verified,0
29499.33,60,8.04,132916.54,29.35,630,10.3,5,0,RENT,debt_consolidation,Source Verified,0
18238.83,48,19.7,104905.78,47.63,846,13.9,28,0,MORTGAGE,other,Verified,0
84318.37,48,12.9,192761.08,39.68,349,26.9,24,0,RENT,home_improvement,Not Verified,1
98518.21,24,20.67,141708.32,6.47,370,8.2,17,1,MORTGAGE,home_improvement,Source Verified,0
54940.57,48,25.21,183395.14,29.25,755,27.5,18,0,MORTGAGE,debt_consolidation,Source Verified,0
21309.53,24,20.29,151358.69,41.86,776,24.9,7,0,OWN,car,Verified,0
30869.2,12,12.39,152383.44,31.79,545,29.4,16,0,RENT,home_improvement,Not Verified,0
6747.11,60,11.39,34403.29,23.5,693,9.7,8,1,MORTGAGE,debt_consolidation,Source Verified,0
91858.39,48,13.19,84703.63,37.31,777,7.1,12,1,MORTGAGE,debt_consolidation,Source Verified,0
16186.35,24,9.12,174506.49,58.12,324,9.9,14,1,MORTGAGE,home_improvement,Source Verified,0
59769.07,36,9.53,61868.7,5.69,616,28.6,19,2,RENT,car,Not Verified,0
31035.25,48,24.77,40791.06,23.4,769,10.0,11,0,MORTGAGE,other,Source Verified,0
57646.91,12,14.62,78699.09,24.4,519,17.0,12,0,OWN,home_improvement,Source Verified,0
66884.94,12,15.9,59678.82,34.62,466,12.1,13,0,MORTGAGE,home_improvement,Source Verified,0
83825.47,36,19.85,186551.88,9.13,738,11.9,8,1,RENT,debt_consolidation,Source Verified,0
24610.02,24,19.74,176234.0,10.6,485,5.8,1,2,MORTGAGE,home_improvement,Not Verified,0
6044.6,48,6.68,109942.98,17.12,302,16.1,9,0,RENT,other,Not Verified,0
18004.13,24,25.79,31041.9,57.35,828,25.5,28,1,MORTGAGE,home_improvement,Source Verified,0
90501.77,12,9.43,148621.22,44.05,626,1.5,2,1,MORTGAGE,debt_consolidation,Verified,0
88019.56,24,23.08,132214.11,39.7,751,26.7,14,7,MORTGAGE,debt_consolidation,Source Verified,0
61754.24,12,24.32,194699.84,49.02,754,20.0,13,2,RENT,debt_consolidation,Not Verified,0
62049.1,24,22.87,120611.58,7.65,337,18.5,16,1,MORTGAGE,home_improvement,Verified,0
68178.48,36,19.47,80550.87,51.56,394,18.8,2,1,RENT,other,Not Verified,1
21660.27,60,5.37,113423.9,35.69,471,8.9,4,9,OWN,debt_consolidation,Verified,0
91869.13,36,14.01,196267.39,20.12,476,12.5,12,7,MORTGAGE,debt_consolidation,Verified,0
44783.2,36,20.12,145345.24,48.95,662,24.0,16,1,MORTGAGE,home_improvement,Verified,0
41398.16,60,14.69,140955.7,48.15,643,9.2,10,1,RENT,other,Not Verified,0
54297.18,60,26.59,63322.69,50.74,572,14.1,3,1,RENT,debt_consolidation,Not Verified,1
9461.77,48,12.72,153848.45,6.93,416,0.6,4,0,MORTGAGE,debt_consolidation,Verified,0
20796.92,48,12.34,155048.93,58.16,510,22.0,6,1,MORTGAGE,debt_consolidation,Source Verified,0
75113.19,36,11.65,77112.02,57.58,599,12.5,23,0,RENT,home_improvement,Verified,0
12865.87,36,13.32,107068.49,21.45,557,15.8,5,4,MORTGAGE,car,Not Verified,0
62299.45,12,18.94,73028.6,3.95,370,3.4,18,1,MORTGAGE,debt_consolidation,Source Verified,0
28308.17,12,22.68,66566.91,10.02,657,29.8,3,3,RENT,home_improvement,Verified,0
41983.08,48,21.56,24661.29,59.57,340,9.1,10,1,RENT,home_improvement,Verified,1
32425.9,48,25.19,71338.11,33.78,508,19.0,11,2,MORTGAGE,home_improvement,Not Verified,0
38788.91,12,27.15,119714.59,21.4,691,17.4,19,0,MORTGAGE,debt_consolidation,Source Verified,0
73309.36,12,25.4,20288.21,17.29,311,23.6,14,1,MORTGAGE,other,Verified,1
33226.56,24,5.47,70979.44,15.42,613,8.8,21,1,RENT,home_improvement,Source Verified,0
58808.44,24,23.4,178653.86,39.85,484,22.7,28,0,RENT,car,Not Verified,0
50224.79,12,10.21,126856.75,25.16,305,11.5,11,3,RENT,home_improvement,Source Verified,1
68048.76,24,8.32,129415.31,57.92,405,12.3,28,0,MORTGAGE,other,Source Verified,1
93998.83,60,20.96,92605.57,41.03,818,20.2,21,1,RENT,home_improvement,Source Verified,0
74594.35,48,12.99,141764.99,47.52,587,23.5,4,0,RENT,debt_consolidation,Source Verified,0
25419.34,48,6.43,54187.9,17.56,848,20.0,24,3,OWN,debt_consolidation,Source Verified,0
7962.4,12,8.44,167374.43,4.75,589,27.0,22,0,RENT,debt_consolidation,Not Verified,0
29915.08,36,5.02,41004.04,29.27,599,8.6,6,1,OWN,debt_consolidation,Verified,0
61532.4,12,27.58,138080.24,18.87,516,27.0,17,0,OWN,other,Source Verified,0
9885.45,24,5.62,81406.88,12.12,471,3.9,22,0,MORTGAGE,other,Verified,0
52154.79,36,10.24,154552.33,57.16,438,19.8,19,3,RENT,debt_consolidation,Verified,1
61700.07,24,15.41,118957.62,26.64,489,16.4,13,0,MORTGAGE,debt_consolidation,Source Verified,0
36753.17,60,13.91,101423.55,10.48,553,14.8,22,1,OWN,debt_consolidation,Not Verified,0
78236.66,24,27.79,50496.03,11.92,406,9.3,10,0,RENT,other,Verified,0
15126.83,60,6.01,134627.86,16.84,424,15.1,29,0,RENT,debt_consolidation,Not Verified,0
12138.09,60,17.81,195458.57,59.96,449,4.9,11,1,OWN,home_improvement,Verified,0
74177.93,24,22.01,168608.62,16.08,547,11.1,29,1,OWN,other,Source Verified,0
52071.68,24,28.29,30801.47,19.73,659,3.0,6,1,MORTGAGE,debt_consolidation,Verified,0
70398.23,60,20.51,87721.29,39.56,771,17.2,2,1,OWN,car,Source Verified,0
46308.6,36,25.09,186604.94,17.64,458,2.9,1,0,OWN,debt_consolidation,Source Verified,0
28408.19,60,7.09,110547.87,12.95,401,4.8,11,0,MORTGAGE,car,Source Verified,0
82814.72,48,14.65,139180.13,9.52,508,2.6,16,0,RENT,debt_consolidation,Source Verified,0
80944.51,60,14.35,184267.88,18.76,792,11.4,3,2,MORTGAGE,debt_consolidation,Source Verified,0
70996.16,36,27.16,177283.04,6.35,305,25.3,5,3,OWN,other,Source Verified,0
30853.79,48,8.78,110327.67,1.12,673,27.2,15,0,RENT,home_improvement,Source Verified,0
61071.91,12,8.8,98776.33,48.28,562,2.2,15,0,MORTGAGE,debt_consolidation,Not Verified,0
39292.52,12,13.21,81144.67,8.27,389,19.0,4,0,MORTGAGE,debt_consolidation,Source Verified,0
13700.3,36,6.36,149423.5,46.56,477,20.5,23,6,OWN,debt_consolidation,Verified,0
92144.79,60,9.56,71657.62,47.85,424,16.0,4,2,RENT,car,Verified,1
17997.77,24,29.13,64979.77,32.28,783,20.0,8,0,OWN,debt_consolidation,Not Verified,0
95272.55,36,15.7,84124.98,18.58,565,7.0,7,1,RENT,car,Verified,0
47370.55,48,20.8,51898.71,8.7,610,14.7,26,0,MORTGAGE,debt_consolidation,Not Verified,0
22587.63,48,23.15,145121.57,44.21,627,11.7,25,1,OWN,debt_consolidation,Source Verified,0
56480.59,12,14.17,130923.32,36.08,652,2.7,17,2,MORTGAGE,car,Source Verified,0
87929.85,48,8.68,106918.14,39.33,573,18.8,15,0,RENT,home_improvement,Verified,0
74561.36,36,10.16,90258.64,0.52,310,14.9,5,3,MORTGAGE,other,Not Verified,0
81623.31,48,12.83,183631.26,55.65,484,8.3,13,1,RENT,home_improvement,Not Verified,0
67584.42,36,20.9,25242.28,3.98,401,14.2,4,0,MORTGAGE,debt_consolidation,Not Verified,1
70766.27,24,14.96,158439.39,22.01,674,23.3,22,1,RENT,home_improvement,Verified,0
85673.59,12,5.17,182343.72,24.16,331,24.0,17,1,MORTGAGE,debt_consolidation,Not Verified,0
28718.46,48,18.09,100343.82,0.08,610,19.5,22,4,MORTGAGE,debt_consolidation,Source Verified,0
51495.37,36,28.04,119124.29,29.83,416,14.0,17,0,RENT,debt_consolidation,Not Verified,0
26014.9,60,25.3,190003.46,45.17,822,17.3,14,0,MORTGAGE,home_improvement,Verified,0
98828.46,12,25.63,58209.95,49.4,485,11.6,14,1,MORTGAGE,debt_consolidation,Not Verified,1
94685.64,24,24.88,113624.27,52.76,479,3.8,17,1,MORTGAGE,debt_consolidation,Not Verified,1
8745.55,36,13.09,105449.8,29.26,808,11.6,8,0,RENT,debt_consolidation,Verified,0
72029.64,24,24.13,66510.68,37.84,530,15.9,2,7,MORTGAGE,debt_consolidation,Verified,1
92898.59,24,8.58,167346.78,4.77,830,18.0,26,0,MORTGAGE,debt_consolidation,Verified,0
22154.66,48,21.44,181928.11,29.28,313,28.1,13,0,RENT,debt_consolidation,Verified,0
58954.8,48,21.04,160747.86,9.29,468,23.3,30,3,RENT,debt_consolidation,Source Verified,0
91971.39,36,5.64,55164.61,22.18,666,4.6,22,0,MORTGAGE,debt_consolidation,Not Verified,0
8224.87,60,24.7,35614.75,19.76,790,5.2,16,0,RENT,debt_consolidation,Verified,0
71254.93,36,27.58,128980.01,25.41,441,3.0,30,1,RENT,car,Source Verified,1
33248.16,60,11.69,30277.06,34.3,812,22.1,16,0,RENT,home_improvement,Source Verified,0
92817.64,24,25.31,141108.66,54.17,627,21.2,6,7,MORTGAGE,home_improvement,Verified,1
97250.53,12,7.06,115476.36,23.67,741,29.6,22,1,MORTGAGE,other,Source Verified,0
94705.32,36,20.0,139301.43,58.87,518,15.7,24,1,MORTGAGE,debt_consolidation,Verified,1
50050.35,36,17.14,126230.74,45.54,417,24.8,4,0,MORTGAGE,debt_consolidation,Source Verified,0
86894.05,60,18.65,96086.46,30.69,801,17.3,3,0,RENT,car,Verified,0
85232.19,24,28.16,56157.89,38.64,813,26.2,6,1,RENT,home_improvement,Not Verified,0
35314.54,24,26.78,75026.38,6.13,574,21.6,4,1,OWN,other,Verified,0
83746.97,60,24.63,114410.1,50.67,304,19.3,18,2,OWN,other,Not Verified,1
8515.73,24,11.84,137336.26,34.94,360,17.0,6,0,OWN,debt_consolidation,Not Verified,0
61645.64,48,27.8,160306.94,59.16,615,21.7,26,1,MORTGAGE,other,Verified,0
26850.84,12,7.44,158090.73,38.19,313,12.6,5,0,MORTGAGE,other,Source Verified,0
16453.85,36,26.33,195083.97,50.05,518,2.9,27,1,MORTGAGE,debt_consolidation,Verified,0
12310.55,12,13.2,71451.46,47.99,467,1.2,9,1,MORTGAGE,other,Not Verified,0
71147.43,36,6.34,32799.93,20.73,693,14.4,11,0,MORTGAGE,debt_consolidation,Source Verified,0
37288.12,48,21.73,82218.25,15.58,331,18.0,6,1,MORTGAGE,home_improvement,Not Verified,0
73852.84,24,10.78,153793.01,25.83,569,2.4,30,0,RENT,debt_consolidation,Verified,0
11208.85,60,11.09,98860.1,28.03,619,8.6,16,1,RENT,debt_consolidation,Verified,0
34952.58,48,12.65,167201.92,14.41,640,9.7,19,1,RENT,home_improvement,Source Verified,0
56251.67,12,6.59,118878.75,53.68,523,16.9,11,0,RENT,debt_consolidation,Verified,0
80118.7,60,9.43,187362.51,32.55,467,8.4,21,4,RENT,home_improvement,Source Verified,0
35281.49,24,5.13,190615.42,58.71,675,2.9,15,1,MORTGAGE,home_improvement,Verified,0
64459.68,48,16.14,32474.81,48.6,766,4.9,26,4,RENT,debt_consolidation,Not Verified,0
89167.89,60,7.11,102154.42,33.34,681,5.2,24,0,RENT,debt_consolidation,Not Verified,0
63507.0,48,22.07,129744.03,56.82,813,25.3,9,5,MORTGAGE,home_improvement,Verified,0
27131.15,48,10.89,66057.06,30.29,694,8.5,24,0,MORTGAGE,car,Source Verified,0
7318.07,24,28.59,93273.82,53.23,721,21.4,19,1,RENT,home_improvement,Source Verified,0
87659.39,36,26.78,141982.68,21.49,392,17.0,25,4,RENT,home_improvement,Not Verified,0
7020.59,60,12.24,60812.16,22.72,531,29.3,19,0,MORTGAGE,home_improvement,Source Verified,0
88096.66,24,24.58,128356.64,25.09,567,8.2,24,0,RENT,debt_consolidation,Verified,0
55249.03,48,25.08,145540.61,32.8,441,4.8,26,2,MORTGAGE,home_improvement,Verified,0
94211.43,24,29.66,36289.34,33.21,591,1.6,9,1,RENT,other,Source Verified,1
80884.41,36,19.95,109555.28,29.78,460,7.2,23,1,RENT,car,Not Verified,0
99803.74,60,7.05,67354.41,18.36,678,20.5,4,0,RENT,debt_consolidation,Not Verified,0
38317.62,36,21.17,150389.54,55.63,559,2.6,10,1,MORTGAGE,home_improvement,Verified,1
77882.89,12,20.62,54119.99,35.32,552,7.3,9,0,MORTGAGE,home_improvement,Not Verified,0
43183.44,60,20.96,180602.82,24.46,841,25.7,19,4,RENT,home_improvement,Not Verified,0
50588.18,36,12.68,97569.44,39.07,516,17.5,15,1,OWN,home_improvement,Verified,0
64613.02,48,26.49,55640.55,46.08,499,2.1,19,2,OWN,home_improvement,Not Verified,1
87999.33,60,28.99,98843.92,57.64,475,1.4,2,0,MORTGAGE,debt_consolidation,Source Verified,1
98487.93,60,10.44,93573.88,29.97,792,1.8,10,3,RENT,debt_consolidation,Source Verified,0
77985.97,24,7.2,97205.41,6.73,573,28.3,19,1,OWN,other,Source Verified,0
44687.84,48,9.86,125401.03,26.45,630,25.5,17,3,RENT,debt_consolidation,Not Verified,0
45028.92,12,25.51,113811.27,28.74,399,25.3,20,0,RENT,other,Verified,0
75070.32,36,21.92,46959.88,53.82,598,27.7,24,2,MORTGAGE,debt_consolidation,Not Verified,1
27683.83,24,20.9,31804.23,23.69,451,15.2,21,1,MORTGAGE,debt_consolidation,Verified,0
15495.04,36,15.04,151294.78,57.2,702,7.4,2,0,RENT,home_improvement,Source Verified,0
38689.1,12,19.45,120749.14,29.11,758,12.0,19,0,RENT,car,Not Verified,0
32287.7,12,12.7,84620.14,58.43,693,21.6,17,0,RENT,car,Not Verified,0
33149.27,60,16.93,165504.41,0.49,702,26.3,18,0,OWN,debt_consolidation,Verified,0
27192.74,12,24.83,89850.53,53.93,582,13.1,17,0,MORTGAGE,debt_consolidation,Source Verified,0
8998.85,36,29.53,163273.72,55.87,692,16.1,2,1,RENT,home_improvement,Verified,0
6698.02,48,28.31,75036.1,57.66,532,28.0,19,1,RENT,debt_consolidation,Verified,1
98833.63,48,28.35,33112.15,0.78,658,3.2,1,1,RENT,debt_consolidation,Not Verified,1
45638.45,60,15.06,187875.14,10.3,442,25.9,11,0,MORTGAGE,home_improvement,Source Verified,0
41511.03,36,16.72,91019.2,39.23,338,4.8,25,2,MORTGAGE,home_improvement,Source Verified,1
69566.49,36,22.64,162684.66,1.53,527,14.5,10,5,MORTGAGE,debt_consolidation,Source Verified,0
25734.12,12,28.05,70245.94,3.82,554,6.6,5,0,MORTGAGE,debt_consolidation,Source Verified,0
95246.31,36,8.55,136345.72,13.26,441,18.1,16,0,MORTGAGE,debt_consolidation,Verified,0
79702.78,24,12.61,177195.96,30.75,700,16.8,24,1,MORTGAGE,debt_consolidation,Source Verified,0
13494.05,12,8.48,27495.92,32.75,340,11.4,5,2,RENT,home_improvement,Not Verified,1
44670.17,24,20.3,169514.44,2.06,423,25.9,24,1,OWN,car,Not Verified,0
88516.24,60,12.66,122839.94,10.22,712,19.8,23,1,MORTGAGE,debt_consolidation,Source Verified,0
94749.54,48,13.15,129344.92,29.98,540,21.6,12,0,MORTGAGE,debt_consolidation,Verified,0
49403.14,60,6.77,114168.44,35.64,688,4.5,4,3,MORTGAGE,debt_consolidation,Source Verified,0
63274.08,48,13.74,177405.52,8.9,612,26.5,23,0,MORTGAGE,car,Not Verified,0
20868.22,60,26.56,27818.0,23.93,823,5.0,6,0,RENT,debt_consolidation,Verified,0
99161.02,36,10.83,66985.11,54.26,629,6.7,19,0,RENT,other,Source Verified,1
27008.81,24,22.38,177637.26,59.93,308,3.8,9,0,MORTGAGE,debt_consolidation,Not Verified,1
94559.52,48,20.74,155422.23,59.23,494,13.2,12,1,MORTGAGE,debt_consolidation,Source Verified,0
66716.43,12,26.59,23176.13,52.9,379,26.6,26,1,RENT,debt_consolidation,Source Verified,1
62735.0,24,8.31,113061.13,23.68,809,7.6,15,6,RENT,home_improvement,Source Verified,0
53705.41,12,29.44,115323.08,41.19,357,11.2,16,0,RENT,home_improvement,Verified,1
26913.63,24,19.57,92158.78,25.0,513,25.4,13,7,RENT,home_improvement,Verified,0
21770.16,24,29.89,73530.8,38.91,424,18.5,25,1,RENT,debt_consolidation,Not Verified,1
25946.19,60,27.79,142710.47,18.57,766,22.5,30,1,MORTGAGE,debt_consolidation,Verified,0
22711.63,48,10.54,57402.28,36.37,470,6.4,21,3,OWN,debt_consolidation,Verified,0
79060.52,48,6.4,163810.74,31.43,846,21.5,24,1,MORTGAGE,debt_consolidation,Source Verified,0
38261.9,24,11.39,164546.69,1.47,321,6.8,7,0,MORTGAGE,debt_consolidation,Not Verified,0
10495.05,36,18.19,94747.06,47.44,371,29.6,25,3,MORTGAGE,home_improvement,Not Verified,0
97064.75,36,9.29,71038.64,0.71,424,16.8,23,1,MORTGAGE,debt_consolidation,Verified,0
88959.66,12,9.19,71098.07,17.59,746,20.9,20,1,MORTGAGE,debt_consolidation,Source Verified,0
93136.47,12,16.56,106812.44,0.36,783,3.6,4,3,MORTGAGE,debt_consolidation,Source Verified,0
99516.24,60,5.83,149524.26,22.57,339,7.5,11,0,RENT,debt_consolidation,Source Verified,0
21520.05,24,8.05,84596.36,3.79,318,4.2,8,1,MORTGAGE,home_improvement,Source Verified,0
42642.99,12,15.4,129807.8,54.81,710,11.7,6,2,RENT,debt_consolidation,Verified,0
77032.66,12,6.58,88847.2,24.94,373,8.5,25,1,MORTGAGE,debt_consolidation,Not Verified,0
71121.96,24,14.92,74814.17,27.57,373,22.0,30,0,RENT,other,Source Verified,0
19620.11,60,16.85,24474.71,20.99,312,3.3,10,2,OWN,debt_consolidation,Source Verified,1
82504.15,12,16.28,20704.54,37.65,327,22.6,30,0,RENT,debt_consolidation,Source Verified,1
26321.85,60,26.73,60897.38,47.06,445,1.4,7,2,MORTGAGE,car,Verified,1
26262.67,48,18.25,93153.13,38.89,336,6.1,7,4,RENT,debt_consolidation,Source Verified,1
56012.57,60,16.7,173227.01,44.89,503,23.8,4,0,MORTGAGE,other,Verified,0
61329.29,36,15.27,163727.16,54.36,758,22.3,3,0,MORTGAGE,debt_consolidation,Verified,0
60108.19,36,25.44,68089.75,51.81,479,14.3,24,0,RENT,home_improvement,Not Verified,1
13691.25,60,27.38,64017.28,40.44,700,1.5,7,1,MORTGAGE,home_improvement,Not Verified,0
88358.78,36,26.33,60917.97,12.88,352,18.3,4,5,RENT,other,Verified,1
30232.0,48,21.84,81062.72,38.26,663,12.2,13,1,RENT,home_improvement,Source Verified,0
17303.92,24,8.43,109675.77,30.36,474,9.5,20,0,MORTGAGE,home_improvement,Source Verified,0
89431.07,36,11.92,98960.2,43.03,712,19.2,17,1,RENT,home_improvement,Source Verified,0
95786.89,36,6.15,59289.18,49.98,375,13.1,27,2,MORTGAGE,debt_consolidation,Verified,1
86902.12,60,28.27,43481.25,44.56,794,2.8,7,0,MORTGAGE,home_improvement,Not Verified,1
81904.03,48,21.52,22264.01,50.79,433,27.5,17,2,MORTGAGE,debt_consolidation,Verified,1
67247.99,24,23.66,47713.38,3.83,494,23.4,26,0,MORTGAGE,home_improvement,Not Verified,0
57331.45,60,12.79,146964.15,1.9,823,1.7,26,2,MORTGAGE,home_improvement,Source Verified,0
13263.74,60,26.14,63854.94,15.51,618,15.8,4,0,RENT,other,Not Verified,0
43803.06,48,11.49,104348.33,54.04,501,2.5,11,0,RENT,home_improvement,Verified,0
40405.41,24,5.04,126434.21,49.42,822,25.1,30,3,RENT,car,Not Verified,0
29676.61,48,14.41,179631.36,40.96,481,18.4,3,1,MORTGAGE,debt_consolidation,Verified,0
73724.91,24,19.27,179993.92,42.05,352,5.2,11,0,RENT,debt_consolidation,Not Verified,1
52108.19,48,16.97,154232.07,43.6,848,0.6,3,4,MORTGAGE,home_improvement,Source Verified,0
12699.39,60,26.55,26328.26,56.56,447,0.9,12,1,OWN,home_improvement,Source Verified,1
25917.4,60,7.64,123512.68,49.93,768,15.2,1,0,RENT,home_improvement,Verified,0
69909.58,12,18.85,161585.02,37.4,391,22.0,4,1,RENT,car,Verified,0
12232.43,36,17.82,23111.85,39.94,702,3.6,14,3,MORTGAGE,debt_consolidation,Source Verified,0
85864.66,48,12.03,118943.23,12.82,588,6.6,1,1,MORTGAGE,home_improvement,Source Verified,0
52038.92,12,25.56,174397.55,39.44,839,9.8,14,0,RENT,debt_consolidation,Source Verified,0
50655.72,36,23.82,105338.37,25.48,604,6.5,13,1,MORTGAGE,debt_consolidation,Verified,0
